Impact,Lithium scenario,Source,Variation,2035 intensity var
Water scarcity,S&P-Ambitious,Reagents,20.000000000000018,10.014025188113752
Water scarcity,S&P-Ambitious,Reagents,30.000000000000004,10.394026176645273
Water scarcity,S&P-Ambitious,Reagents,40.000000000000014,10.774027165176795
Water scarcity,S&P-Ambitious,Reagents,50.0,11.154028153708316
Water scarcity,S&P-Ambitious,Reagents,60.00000000000001,11.534029142239838
Water scarcity,S&P-Ambitious,Reagents,70.00000000000001,11.91403013077136
Water scarcity,S&P-Ambitious,Reagents,80.0,12.29403111930288
Water scarcity,S&P-Ambitious,Reagents,90.00000000000001,12.674032107834403
Water scarcity,S&P-Ambitious,Reagents,100.0,13.054033096365924
Water scarcity,S&P-Ambitious,Direct emissions,-100.0,5.460794905406365
Water scarcity,S&P-Ambitious,Direct emissions,-90.0,5.840117735970799
Water scarcity,S&P-Ambitious,Direct emissions,-80.0,6.219440566535234
Water scarcity,S&P-Ambitious,Direct emissions,-70.0,6.598763397099669
Water scarcity,S&P-Ambitious,Direct emissions,-60.0,6.978086227664104
Water scarcity,S&P-Ambitious,Direct emissions,-50.0,7.357409058228537
Water scarcity,S&P-Ambitious,Direct emissions,-39.99999999999999,7.736731888792972
Water scarcity,S&P-Ambitious,Direct emissions,-29.999999999999993,8.116054719357406
Water scarcity,S&P-Ambitious,Direct emissions,-19.999999999999996,8.495377549921841
Water scarcity,S&P-Ambitious,Direct emissions,-9.999999999999998,8.874700380486276
Water scarcity,S&P-Ambitious,Direct emissions,0.0,9.254023211050708
Water scarcity,S&P-Ambitious,Direct emissions,10.000000000000009,9.633346041615143
Water scarcity,S&P-Ambitious,Direct emissions,20.000000000000018,10.012668872179578
Water scarcity,S&P-Ambitious,Direct emissions,30.000000000000004,10.391991702744011
Water scarcity,S&P-Ambitious,Direct emissions,40.000000000000014,10.771314533308448
Water scarcity,S&P-Ambitious,Direct emissions,50.0,11.150637363872882
Water scarcity,S&P-Ambitious,Direct emissions,60.00000000000001,11.529960194437315
Water scarcity,S&P-Ambitious,Direct emissions,70.00000000000001,11.90928302500175
Water scarcity,S&P-Ambitious,Direct emissions,80.0,12.288605855566184
Water scarcity,S&P-Ambitious,Direct emissions,90.00000000000001,12.667928686130617
Water scarcity,S&P-Ambitious,Direct emissions,100.0,13.047251516695054
Water scarcity,S&P-Very Ambitious,Electricity,-100.0,9.295751359977471
Water scarcity,S&P-Very Ambitious,Electricity,-90.0,9.433956290590245
Water scarcity,S&P-Very Ambitious,Electricity,-80.0,9.572161221203016
Water scarcity,S&P-Very Ambitious,Electricity,-70.0,9.71036615181579
Water scarcity,S&P-Very Ambitious,Electricity,-60.0,9.848571082428565
Water scarcity,S&P-Very Ambitious,Electricity,-50.0,9.986776013041338
Water scarcity,S&P-Very Ambitious,Electricity,-39.99999999999999,10.124980943654114
Water scarcity,S&P-Very Ambitious,Electricity,-29.999999999999993,10.263185874266888
Water scarcity,S&P-Very Ambitious,Electricity,-19.999999999999996,10.40139080487966
Water scarcity,S&P-Very Ambitious,Electricity,-9.999999999999998,10.539595735492435
Water scarcity,S&P-Very Ambitious,Electricity,0.0,10.677800666105208
Water scarcity,S&P-Very Ambitious,Electricity,10.000000000000009,10.816005596717982
Water scarcity,S&P-Very Ambitious,Electricity,20.000000000000018,10.954210527330755
Water scarcity,S&P-Very Ambitious,Electricity,30.000000000000004,11.092415457943527
Water scarcity,S&P-Very Ambitious,Electricity,40.000000000000014,11.230620388556302
Water scarcity,S&P-Very Ambitious,Electricity,50.0,11.368825319169078
Water scarcity,S&P-Very Ambitious,Electricity,60.00000000000001,11.50703024978185
Water scarcity,S&P-Very Ambitious,Electricity,70.00000000000001,11.645235180394625
Water scarcity,S&P-Very Ambitious,Electricity,80.0,11.7834401110074
Water scarcity,S&P-Very Ambitious,Electricity,90.00000000000001,11.921645041620172
Water scarcity,S&P-Very Ambitious,Electricity,100.0,12.059849972232946
Water scarcity,S&P-Very Ambitious,Heat,-100.0,10.505413239173276
Water scarcity,S&P-Very Ambitious,Heat,-90.0,10.52265198186647
Water scarcity,S&P-Very Ambitious,Heat,-80.0,10.539890724559664
Water scarcity,S&P-Very Ambitious,Heat,-70.0,10.557129467252857
Water scarcity,S&P-Very Ambitious,Heat,-60.0,10.57436820994605
Water scarcity,S&P-Very Ambitious,Heat,-50.0,10.591606952639243
Water scarcity,S&P-Very Ambitious,Heat,-39.99999999999999,10.608845695332436
Water scarcity,S&P-Very Ambitious,Heat,-29.999999999999993,10.626084438025629
Water scarcity,S&P-Very Ambitious,Heat,-19.999999999999996,10.643323180718822
Water scarcity,S&P-Very Ambitious,Heat,-9.999999999999998,10.660561923412015
Water scarcity,S&P-Very Ambitious,Heat,0.0,10.677800666105208
Water scarcity,S&P-Very Ambitious,Heat,10.000000000000009,10.6950394087984
Water scarcity,S&P-Very Ambitious,Heat,20.000000000000018,10.712278151491594
Water scarcity,S&P-Very Ambitious,Heat,30.000000000000004,10.729516894184789
Water scarcity,S&P-Very Ambitious,Heat,40.000000000000014,10.746755636877982
Water scarcity,S&P-Very Ambitious,Heat,50.0,10.763994379571173
Water scarcity,S&P-Very Ambitious,Heat,60.00000000000001,10.781233122264368
Water scarcity,S&P-Very Ambitious,Heat,70.00000000000001,10.79847186495756
Water scarcity,S&P-Very Ambitious,Heat,80.0,10.815710607650754
Water scarcity,S&P-Very Ambitious,Heat,90.00000000000001,10.832949350343949
Water scarcity,S&P-Very Ambitious,Heat,100.0,10.85018809303714
Water scarcity,S&P-Very Ambitious,Reagents,-100.0,6.020506116038837
Water scarcity,S&P-Very Ambitious,Reagents,-90.0,6.486235571045474
Water scarcity,S&P-Very Ambitious,Reagents,-80.0,6.951965026052111
Water scarcity,S&P-Very Ambitious,Reagents,-70.0,7.417694481058749
Water scarcity,S&P-Very Ambitious,Reagents,-60.0,7.883423936065386
Water scarcity,S&P-Very Ambitious,Reagents,-50.0,8.349153391072022
Water scarcity,S&P-Very Ambitious,Reagents,-39.99999999999999,8.81488284607866
Water scarcity,S&P-Very Ambitious,Reagents,-29.999999999999993,9.280612301085299
Water scarcity,S&P-Very Ambitious,Reagents,-19.999999999999996,9.746341756091933
Water scarcity,S&P-Very Ambitious,Reagents,-9.999999999999998,10.212071211098571
Water scarcity,S&P-Very Ambitious,Reagents,0.0,10.677800666105208
Water scarcity,S&P-Very Ambitious,Reagents,10.000000000000009,11.143530121111844
Water scarcity,S&P-Very Ambitious,Reagents,20.000000000000018,11.609259576118482
Water scarcity,S&P-Very Ambitious,Reagents,30.000000000000004,12.074989031125119
Water scarcity,S&P-Very Ambitious,Reagents,40.000000000000014,12.540718486131757
Water scarcity,S&P-Very Ambitious,Reagents,50.0,13.006447941138394
Water scarcity,S&P-Very Ambitious,Reagents,60.00000000000001,13.47217739614503
Water scarcity,S&P-Very Ambitious,Reagents,70.00000000000001,13.937906851151668
Water scarcity,S&P-Very Ambitious,Reagents,80.0,14.403636306158305
Water scarcity,S&P-Very Ambitious,Reagents,90.00000000000001,14.869365761164945
Water scarcity,S&P-Very Ambitious,Reagents,100.0,15.33509521617158
Water scarcity,S&P-Very Ambitious,Direct emissions,-100.0,6.6021418950847615
Water scarcity,S&P-Very Ambitious,Direct emissions,-90.0,7.009707772186807
Water scarcity,S&P-Very Ambitious,Direct emissions,-80.0,7.41727364928885
Water scarcity,S&P-Very Ambitious,Direct emissions,-70.0,7.824839526390896
Water scarcity,S&P-Very Ambitious,Direct emissions,-60.0,8.23240540349294
Water scarcity,S&P-Very Ambitious,Direct emissions,-50.0,8.639971280594985
Water scarcity,S&P-Very Ambitious,Direct emissions,-39.99999999999999,9.04753715769703
Water scarcity,S&P-Very Ambitious,Direct emissions,-29.999999999999993,9.455103034799075
Water scarcity,S&P-Very Ambitious,Direct emissions,-19.999999999999996,9.86266891190112
Water scarcity,S&P-Very Ambitious,Direct emissions,-9.999999999999998,10.270234789003164
Water scarcity,S&P-Very Ambitious,Direct emissions,0.0,10.677800666105208
Water scarcity,S&P-Very Ambitious,Direct emissions,10.000000000000009,11.085366543207252
Water scarcity,S&P-Very Ambitious,Direct emissions,20.000000000000018,11.492932420309296
Water scarcity,S&P-Very Ambitious,Direct emissions,30.000000000000004,11.900498297411342
Water scarcity,S&P-Very Ambitious,Direct emissions,40.000000000000014,12.308064174513387
Water scarcity,S&P-Very Ambitious,Direct emissions,50.0,12.715630051615431
Water scarcity,S&P-Very Ambitious,Direct emissions,60.00000000000001,13.123195928717477
Water scarcity,S&P-Very Ambitious,Direct emissions,70.00000000000001,13.530761805819523
Water scarcity,S&P-Very Ambitious,Direct emissions,80.0,13.938327682921567
Water scarcity,S&P-Very Ambitious,Direct emissions,90.00000000000001,14.345893560023612
Water scarcity,S&P-Very Ambitious,Direct emissions,100.0,14.753459437125654
