Market scenario,Li scenario,Impact,Country,Intensity,Total,GLO intensity
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,AR,9.346423844454835,4.95981066299378,4.540839856723508
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,BO,15.308293025529276,0.7577605047636993,0.6937500916224479
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,BO,10.377783016151888,0.5137002592995186,0.4703063827094683
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,CL,2.243899780020068,0.7293953307939833,0.6677810131119315
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,CL,5.858927652797162,1.9044854460352874,1.7436075704323162
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,CN,8.92831088283149,1.4020148900087497,1.2835822826407637
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,CN,7.681831192006344,1.2062798725385544,1.104381617720896
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,DE,2.3069259436642793,0.05115838972669907,0.046836879643419746
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,DE,0.9434065802567804,0.020920984323774365,0.01915372297738888
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,US,1.3178294712242047,0.010331783054397765,0.00945902484432978
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,US,3.4650686084226354,0.027166137890033464,0.024871328779685984
