Project name,Impact,SA scenario,Total
Salar de Centenario,Water scarcity,2035_BAT_NG_0CCS,3.991834755310616
Salar de Olaroz,Water scarcity,2035_BAT_NG_0CCS,1.9050564942596495
Kachi,Water scarcity,2035_BAT_NG_0CCS,5.452745810639806
Fenix,Water scarcity,2035_BAT_NG_0CCS,3.6872076588672114
Salar de Cauchari-Olaroz,Water scarcity,2035_BAT_NG_0CCS,1.5233146533684496
Salar de Tolillar,Water scarcity,2035_BAT_NG_0CCS,3.3397313965899165
Maricunga,Climate change,2035_BAT_Fuel mix_100CCS,4.8801784177541885
Tres Quebradas,Climate change,2035_BAT_Fuel mix_100CCS,3.9368375524786887
Salar de Pastos Grandes,Climate change,2035_BAT_Fuel mix_100CCS,6.928425389209465
Salar de Arizaro,Climate change,2035_BAT_Fuel mix_100CCS,38.5609397171524
Upper Rhine Graben,Climate change,2035_BAT_Fuel mix_100CCS,2.6928735018147654
East Taijinar,Climate change,2035_BAT_Fuel mix_100CCS,12.88740918426911
Silver Peak,Climate change,2035_BAT_Fuel mix_100CCS,1.7185426390705174
Salar del Rincon,Climate change,2035_BAT_Fuel mix_100CCS,16.061361698009566
Salar del Hombre Muerto North,Climate change,2035_BAT_Fuel mix_100CCS,6.466979954239304
Zhabuye,Climate change,2035_BAT_Fuel mix_100CCS,1.9407504195619327
Salar de Atacama,Climate change,2035_BAT_Fuel mix_100CCS,2.8562904635731057
Chaerhan,Climate change,2035_BAT_Fuel mix_100CCS,23.246621447716898
Sal de los Angeles,Climate change,2035_BAT_Fuel mix_100CCS,28.896424273916942
Sal de Vida,Climate change,2035_BAT_Fuel mix_100CCS,3.073391866980795
Pozuelos,Climate change,2035_BAT_Fuel mix_100CCS,19.520737715723037
Lakkor Tso,Climate change,2035_BAT_Fuel mix_100CCS,30.292222339661283
Salar de Uyuni,Climate change,2035_BAT_Fuel mix_100CCS,21.0898769291904
Qinghai Yiliping,Climate change,2035_BAT_Fuel mix_100CCS,22.319468605848904
Salar de Centenario,Climate change,2035_BAT_Fuel mix_100CCS,20.80969823634419
Salar de Olaroz,Climate change,2035_BAT_Fuel mix_100CCS,2.2862641639706576
Kachi,Climate change,2035_BAT_Fuel mix_100CCS,29.280940833872595
Fenix,Climate change,2035_BAT_Fuel mix_100CCS,21.321798939809913
Salar de Cauchari-Olaroz,Climate change,2035_BAT_Fuel mix_100CCS,4.757322101047188
Salar de Tolillar,Climate change,2035_BAT_Fuel mix_100CCS,29.597185810084696
Maricunga,Water scarcity,2035_BAT_Fuel mix_100CCS,15.839541194667824
Tres Quebradas,Water scarcity,2035_BAT_Fuel mix_100CCS,7.455809837330969
Salar de Pastos Grandes,Water scarcity,2035_BAT_Fuel mix_100CCS,10.320529131460905
Salar de Arizaro,Water scarcity,2035_BAT_Fuel mix_100CCS,8.297013717028847
Upper Rhine Graben,Water scarcity,2035_BAT_Fuel mix_100CCS,0.9236115024478486
East Taijinar,Water scarcity,2035_BAT_Fuel mix_100CCS,6.6060583970149445
Silver Peak,Water scarcity,2035_BAT_Fuel mix_100CCS,3.473226634772012
Salar del Rincon,Water scarcity,2035_BAT_Fuel mix_100CCS,35.362550656482384
Salar del Hombre Muerto North,Water scarcity,2035_BAT_Fuel mix_100CCS,1.67582426850502
Zhabuye,Water scarcity,2035_BAT_Fuel mix_100CCS,3.395650773191774
Salar de Atacama,Water scarcity,2035_BAT_Fuel mix_100CCS,5.436765817593663
Chaerhan,Water scarcity,2035_BAT_Fuel mix_100CCS,6.896519455231507
Sal de los Angeles,Water scarcity,2035_BAT_Fuel mix_100CCS,4.757643204886022
Sal de Vida,Water scarcity,2035_BAT_Fuel mix_100CCS,0.4532017412165655
Pozuelos,Water scarcity,2035_BAT_Fuel mix_100CCS,15.611038658136547
Lakkor Tso,Water scarcity,2035_BAT_Fuel mix_100CCS,10.38993946949119
Salar de Uyuni,Water scarcity,2035_BAT_Fuel mix_100CCS,6.841161504900057
Qinghai Yiliping,Water scarcity,2035_BAT_Fuel mix_100CCS,9.29479105032013
Salar de Centenario,Water scarcity,2035_BAT_Fuel mix_100CCS,4.047908691522916
Salar de Olaroz,Water scarcity,2035_BAT_Fuel mix_100CCS,1.9402934301401036
Kachi,Water scarcity,2035_BAT_Fuel mix_100CCS,5.520061571388785
Fenix,Water scarcity,2035_BAT_Fuel mix_100CCS,3.738468051117768
Salar de Cauchari-Olaroz,Water scarcity,2035_BAT_Fuel mix_100CCS,1.6206094761918788
Salar de Tolillar,Water scarcity,2035_BAT_Fuel mix_100CCS,3.399006227533035
Maricunga,Climate change,2035_BAT_Biomass_100CCS,4.462792314938109
Tres Quebradas,Climate change,2035_BAT_Biomass_100CCS,3.643627037842289
Salar de Pastos Grandes,Climate change,2035_BAT_Biomass_100CCS,5.6193026110411255
Salar de Arizaro,Climate change,2035_BAT_Biomass_100CCS,36.10385412209928
Upper Rhine Graben,Climate change,2035_BAT_Biomass_100CCS,2.343595736029571
East Taijinar,Climate change,2035_BAT_Biomass_100CCS,12.507787600549932
